Country,Year,LFPR,Type_LFPR
Kyrgyz Republic,2008,74.262,Total
Kyrgyz Republic,2009,64.658,Female
Kyrgyz Republic,2009,83.738,Male
Kyrgyz Republic,2009,73.929,Total
Kyrgyz Republic,2010,64.559,Female
Kyrgyz Republic,2010,83.643,Male
Kyrgyz Republic,2010,73.833,Total
Kyrgyz Republic,2011,63.357,Female
Kyrgyz Republic,2011,83.205,Male
Kyrgyz Republic,2011,73.004,Total
Kyrgyz Republic,2012,60.185,Female
Kyrgyz Republic,2012,81.349,Male
Kyrgyz Republic,2012,70.473,Total
Kyrgyz Republic,2013,57.568,Female
Kyrgyz Republic,2013,80.279,Male
Kyrgyz Republic,2013,68.611,Total
Kyrgyz Republic,2014,57.416,Female
Kyrgyz Republic,2014,78.178,Male
Kyrgyz Republic,2014,67.513,Total
Kyrgyz Republic,2015,57.52,Female
Kyrgyz Republic,2015,78.702,Male
Kyrgyz Republic,2015,67.825,Total
Kyrgyz Republic,2016,56.609,Female
Kyrgyz Republic,2016,78.912,Male
Kyrgyz Republic,2016,67.462,Total
Kyrgyz Republic,2017,53.671,Female
Kyrgyz Republic,2017,78.864,Male
Kyrgyz Republic,2017,65.934,Total
Kyrgyz Republic,2018,54.935,Female
Kyrgyz Republic,2018,79.695,Male
Kyrgyz Republic,2018,66.99,Total
Kyrgyz Republic,2019,54.841,Female
Kyrgyz Republic,2019,80.174,Male
Kyrgyz Republic,2019,67.177,Total
Kyrgyz Republic,2020,56.198,Female
Kyrgyz Republic,2020,79.92,Male
Kyrgyz Republic,2020,67.752,Total
Kyrgyz Republic,2021,55.727,Female
Kyrgyz Republic,2021,81.053,Male
Kyrgyz Republic,2021,68.064,Total
Kyrgyz Republic,2022,56.656,Female
Kyrgyz Republic,2022,81.868,Male
Kyrgyz Republic,2022,68.941,Total
Lao PDR,1991,66.534,Female
Lao PDR,1991,70.182,Male
Lao PDR,1991,68.354,Total
Lao PDR,1992,66.29,Female
Lao PDR,1992,70.099,Male
Lao PDR,1992,68.192,Total
Lao PDR,1993,66.013,Female
Lao PDR,1993,70.001,Male
Lao PDR,1993,68.006,Total
Lao PDR,1994,65.548,Female
Lao PDR,1994,69.835,Male
Lao PDR,1994,67.692,Total
Lao PDR,1995,65.163,Female
Lao PDR,1995,69.69,Male
Lao PDR,1995,67.429,Total
Lao PDR,1996,64.78,Female
Lao PDR,1996,69.539,Male
Lao PDR,1996,67.164,Total
Lao PDR,1997,64.419,Female
Lao PDR,1997,69.41,Male
Lao PDR,1997,66.919,Total
Lao PDR,1998,64.285,Female
Lao PDR,1998,69.391,Male
Lao PDR,1998,66.842,Total
Lao PDR,1999,63.901,Female
Lao PDR,1999,69.263,Male
Lao PDR,1999,66.585,Total
Lao PDR,2000,63.621,Female
Lao PDR,2000,69.175,Male
Lao PDR,2000,66.399,Total
Lao PDR,2001,63.342,Female
Lao PDR,2001,69.082,Male
Lao PDR,2001,66.211,Total
Lao PDR,2002,63.048,Female
Lao PDR,2002,68.977,Male
Lao PDR,2002,66.008,Total
Lao PDR,2003,62.742,Female
Lao PDR,2003,68.856,Male
Lao PDR,2003,65.792,Total
Lao PDR,2004,62.421,Female
Lao PDR,2004,68.716,Male
Lao PDR,2004,65.559,Total
Lao PDR,2005,62.054,Female
Lao PDR,2005,68.507,Male
Lao PDR,2005,65.273,Total
Lao PDR,2006,61.615,Female
Lao PDR,2006,68.205,Male
Lao PDR,2006,64.909,Total
Lao PDR,2007,61.266,Female
Lao PDR,2007,67.942,Male
Lao PDR,2007,64.609,Total
Lao PDR,2008,60.933,Female
Lao PDR,2008,67.68,Male
Lao PDR,2008,64.316,Total
Lao PDR,2009,60.641,Female
Lao PDR,2009,67.436,Male
Lao PDR,2009,64.054,Total
Lao PDR,2010,60.328,Female
Lao PDR,2010,67.158,Male
Lao PDR,2010,63.761,Total
Lao PDR,2011,60.06,Female
Lao PDR,2011,66.9,Male
Lao PDR,2011,63.501,Total
Lao PDR,2012,59.815,Female
Lao PDR,2012,66.642,Male
Lao PDR,2012,63.253,Total
Lao PDR,2013,59.59,Female
Lao PDR,2013,66.384,Male
Lao PDR,2013,63.014,Total
Lao PDR,2014,59.402,Female
Lao PDR,2014,66.143,Male
Lao PDR,2014,62.803,Total
Lao PDR,2015,59.205,Female
Lao PDR,2015,65.888,Male
Lao PDR,2015,62.578,Total
Lao PDR,2016,59.008,Female
Lao PDR,2016,65.623,Male
Lao PDR,2016,62.345,Total
Lao PDR,2017,58.853,Female
Lao PDR,2017,65.377,Male
Lao PDR,2017,62.143,Total
Lao PDR,2018,58.745,Female
Lao PDR,2018,65.17,Male
Lao PDR,2018,61.985,Total
Lao PDR,2019,58.681,Female
Lao PDR,2019,65.005,Male
Lao PDR,2019,61.87,Total
Lao PDR,2020,58.158,Female
Lao PDR,2020,64.413,Male
Lao PDR,2020,61.312,Total
Lao PDR,2021,58.273,Female
Lao PDR,2021,63.901,Male
Lao PDR,2021,61.11,Total
Lao PDR,2022,58.804,Female
Lao PDR,2022,65.076,Male
Lao PDR,2022,61.965,Total
Latvia,1991,61.656,Female
Latvia,1991,75.152,Male
Latvia,1991,68.102,Total
Latvia,1992,62.964,Female
Latvia,1992,76.841,Male
Latvia,1992,69.594,Total
Latvia,1993,63.624,Female
Latvia,1993,77.544,Male
Latvia,1993,70.268,Total
Latvia,1994,63.7,Female
Latvia,1994,77.581,Male
Latvia,1994,70.313,Total
Latvia,1995,63.887,Female
Latvia,1995,77.764,Male
Latvia,1995,70.486,Total
Latvia,1996,63.975,Female
Latvia,1996,77.849,Male
Latvia,1996,70.565,Total
Latvia,1997,64.529,Female
Latvia,1997,76.742,Male
Latvia,1997,70.326,Total
Latvia,1998,64.264,Female
Latvia,1998,76.37,Male
Latvia,1998,70.009,Total
Latvia,1999,62.247,Female
Latvia,1999,75.339,Male
Latvia,1999,68.461,Total
Latvia,2000,61.867,Female
Latvia,2000,73.346,Male
Latvia,2000,67.318,Total
Latvia,2001,63.704,Female
Latvia,2001,72.886,Male
Latvia,2001,68.067,Total
Latvia,2002,65.387,Female
Latvia,2002,74.755,Male
Latvia,2002,69.842,Total
Latvia,2003,65.276,Female
Latvia,2003,73.826,Male
Latvia,2003,69.347,Total
Latvia,2004,64.815,Female
Latvia,2004,74.319,Male
Latvia,2004,69.347,Total
Latvia,2005,65.504,Female
Latvia,2005,74.534,Male
Latvia,2005,69.815,Total
Latvia,2006,67.106,Female
Latvia,2006,76.718,Male
Latvia,2006,71.701,Total
Latvia,2007,68.463,Female
Latvia,2007,78.458,Male
Latvia,2007,73.247,Total
Latvia,2008,71.079,Female
Latvia,2008,78.915,Male
Latvia,2008,74.834,Total
Latvia,2009,71.419,Female
Latvia,2009,77.234,Male
Latvia,2009,74.209,Total
Latvia,2010,71.398,Female
Latvia,2010,75.737,Male
Latvia,2010,73.483,Total
Latvia,2011,70.584,Female
Latvia,2011,76.281,Male
Latvia,2011,73.325,Total
Latvia,2012,72.515,Female
Latvia,2012,77.498,Male
Latvia,2012,74.916,Total
Latvia,2013,72.189,Female
Latvia,2013,77.13,Male
Latvia,2013,74.576,Total
Latvia,2014,71.948,Female
Latvia,2014,78.1,Male
Latvia,2014,74.927,Total
Latvia,2015,73.197,Female
Latvia,2015,79.246,Male
Latvia,2015,76.134,Total
Latvia,2016,74.449,Female
Latvia,2016,79.144,Male
Latvia,2016,76.734,Total
Latvia,2017,74.812,Female
Latvia,2017,80.125,Male
Latvia,2017,77.405,Total
Latvia,2018,75.739,Female
Latvia,2018,80.881,Male
Latvia,2018,78.255,Total
Latvia,2019,75.791,Female
Latvia,2019,80.335,Male
Latvia,2019,78.021,Total
Latvia,2020,76.678,Female
Latvia,2020,81.303,Male
Latvia,2020,78.954,Total
Latvia,2021,73.874,Female
Latvia,2021,79.333,Male
Latvia,2021,76.568,Total
Latvia,2022,75.595,Female
Latvia,2022,79.755,Male
Latvia,2022,77.651,Total
Lebanon,1991,20.383,Female
Lebanon,1991,73.662,Male
Lebanon,1991,46.14,Total
Lebanon,1992,20.68,Female
Lebanon,1992,72.829,Male
Lebanon,1992,45.944,Total
Lebanon,1993,20.947,Female
Lebanon,1993,72.463,Male
Lebanon,1993,45.955,Total
Lebanon,1994,21.195,Female
Lebanon,1994,72.241,Male
Lebanon,1994,46.024,Total
Lebanon,1995,21.439,Female
Lebanon,1995,72.05,Male
Lebanon,1995,46.105,Total
Lebanon,1996,21.497,Female
Lebanon,1996,71.322,Male
Lebanon,1996,45.826,Total
Lebanon,1997,21.587,Female
Lebanon,1997,71.336,Male
Lebanon,1997,45.922,Total
Lebanon,1998,21.701,Female
Lebanon,1998,71.107,Male
Lebanon,1998,45.911,Total
Lebanon,1999,21.821,Female
Lebanon,1999,71.265,Male
Lebanon,1999,46.092,Total
Lebanon,2000,21.926,Female
Lebanon,2000,71.347,Male
Lebanon,2000,46.228,Total
Lebanon,2001,21.89,Female
Lebanon,2001,71.293,Male
Lebanon,2001,46.224,Total
Lebanon,2002,21.893,Female
Lebanon,2002,71.359,Male
Lebanon,2002,46.297,Total
Lebanon,2003,21.933,Female
Lebanon,2003,71.461,Male
Lebanon,2003,46.406,Total
Lebanon,2004,22.028,Female
Lebanon,2004,71.235,Male
Lebanon,2004,46.382,Total
Lebanon,2005,22.341,Female
Lebanon,2005,70.579,Male
Lebanon,2005,46.251,Total
Lebanon,2006,22.656,Female
Lebanon,2006,69.931,Male
Lebanon,2006,46.117,Total
Lebanon,2007,22.973,Female
Lebanon,2007,69.285,Male
Lebanon,2007,45.982,Total
Lebanon,2008,23.642,Female
Lebanon,2008,69.584,Male
Lebanon,2008,46.497,Total
Lebanon,2009,24.324,Female
Lebanon,2009,69.887,Male
Lebanon,2009,47.017,Total
Lebanon,2010,25.02,Female
Lebanon,2010,70.195,Male
Lebanon,2010,47.546,Total
Lebanon,2011,25.732,Female
Lebanon,2011,70.509,Male
Lebanon,2011,48.084,Total
Lebanon,2012,26.461,Female
Lebanon,2012,70.834,Male
Lebanon,2012,48.634,Total
Lebanon,2013,27.212,Female
Lebanon,2013,71.174,Male
Lebanon,2013,49.2,Total
Lebanon,2014,27.984,Female
Lebanon,2014,71.527,Male
Lebanon,2014,49.781,Total
Lebanon,2015,28.891,Female
Lebanon,2015,72.166,Male
Lebanon,2015,50.486,Total
Lebanon,2016,29.939,Female
Lebanon,2016,73.116,Male
Lebanon,2016,51.32,Total
Lebanon,2017,31,Female
Lebanon,2017,74.092,Male
Lebanon,2017,52.157,Total
Lebanon,2018,32.061,Female
Lebanon,2018,75.077,Male
Lebanon,2018,52.982,Total
Lebanon,2019,33.12,Female
Lebanon,2019,76.058,Male
Lebanon,2019,53.787,Total
Lebanon,2020,29.996,Female
Lebanon,2020,69.358,Male
Lebanon,2020,48.847,Total
Lebanon,2021,31.403,Female
Lebanon,2021,70.769,Male
Lebanon,2021,50.278,Total
Lebanon,2022,31.267,Female
Lebanon,2022,71.079,Male
Lebanon,2022,50.374,Total
Lesotho,1991,67.971,Female
Lesotho,1991,82.946,Male
Lesotho,1991,75.325,Total
Lesotho,1992,68.079,Female
Lesotho,1992,82.579,Male
Lesotho,1992,75.193,Total
Lesotho,1993,68.178,Female
Lesotho,1993,82.16,Male
Lesotho,1993,75.03,Total
Lesotho,1994,68.3,Female
Lesotho,1994,81.714,Male
Lesotho,1994,74.866,Total
Lesotho,1995,68.418,Female
Lesotho,1995,81.217,Male
Lesotho,1995,74.676,Total
Lesotho,1996,68.519,Female
Lesotho,1996,80.883,Male
Lesotho,1996,74.557,Total
Lesotho,1997,68.617,Female
Lesotho,1997,80.517,Male
Lesotho,1997,74.422,Total
Lesotho,1998,68.71,Female
Lesotho,1998,80.118,Male
Lesotho,1998,74.271,Total
Lesotho,1999,68.804,Female
Lesotho,1999,79.69,Male
Lesotho,1999,74.108,Total
Lesotho,2000,68.185,Female
Lesotho,2000,79.373,Male
Lesotho,2000,73.635,Total
Lesotho,2001,67.556,Female
Lesotho,2001,79.05,Male
Lesotho,2001,73.155,Total
Lesotho,2002,66.917,Female
Lesotho,2002,78.718,Male
Lesotho,2002,72.667,Total
Lesotho,2003,66.266,Female
Lesotho,2003,78.379,Male
Lesotho,2003,72.17,Total
Lesotho,2004,65.604,Female
Lesotho,2004,78.034,Male
Lesotho,2004,71.664,Total
Lesotho,2005,64.929,Female
Lesotho,2005,77.685,Male
Lesotho,2005,71.148,Total
Lesotho,2006,64.238,Female
Lesotho,2006,77.331,Male
Lesotho,2006,70.618,Total
Lesotho,2007,63.524,Female
Lesotho,2007,76.958,Male
Lesotho,2007,70.079,Total
Lesotho,2008,62.798,Female
Lesotho,2008,76.577,Male
Lesotho,2008,69.533,Total
Lesotho,2009,62.071,Female
Lesotho,2009,76.198,Male
Lesotho,2009,68.983,Total
Lesotho,2010,61.343,Female
Lesotho,2010,75.812,Male
Lesotho,2010,68.433,Total
Lesotho,2011,60.613,Female
Lesotho,2011,75.42,Male
Lesotho,2011,67.883,Total
Lesotho,2012,59.884,Female
Lesotho,2012,75.025,Male
Lesotho,2012,67.335,Total
Lesotho,2013,59.164,Female
Lesotho,2013,74.63,Male
Lesotho,2013,66.793,Total
Lesotho,2014,59.274,Female
Lesotho,2014,74.331,Male
Lesotho,2014,66.716,Total
Lesotho,2015,59.399,Female
Lesotho,2015,73.984,Male
Lesotho,2015,66.621,Total
Lesotho,2016,59.455,Female
Lesotho,2016,73.826,Male
Lesotho,2016,66.581,Total
Lesotho,2017,59.515,Female
Lesotho,2017,73.573,Male
Lesotho,2017,66.494,Total
Lesotho,2018,59.592,Female
Lesotho,2018,73.317,Male
Lesotho,2018,66.413,Total
Lesotho,2019,59.676,Female
Lesotho,2019,73.084,Male
Lesotho,2019,66.345,Total
Lesotho,2020,59.128,Female
Lesotho,2020,72.39,Male
Lesotho,2020,65.728,Total
Lesotho,2021,59.339,Female
Lesotho,2021,72.024,Male
Lesotho,2021,65.653,Total
Lesotho,2022,59.519,Female
Lesotho,2022,73.722,Male
Lesotho,2022,66.586,Total
Liberia,1991,72.65,Female
Liberia,1991,84.727,Male
Liberia,1991,78.546,Total
Liberia,1992,72.619,Female
Liberia,1992,84.296,Male
Liberia,1992,78.313,Total
Liberia,1993,72.601,Female
Liberia,1993,83.829,Male
Liberia,1993,78.068,Total
Liberia,1994,72.603,Female
Liberia,1994,83.476,Male
Liberia,1994,77.889,Total
Liberia,1995,72.612,Female
Liberia,1995,83.378,Male
Liberia,1995,77.838,Total
Liberia,1996,72.671,Female
Liberia,1996,83.271,Male
Liberia,1996,77.812,Total
Liberia,1997,72.887,Female
Liberia,1997,83.471,Male
Liberia,1997,78.019,Total
Liberia,1998,72.972,Female
Liberia,1998,83.491,Male
Liberia,1998,78.075,Total
Liberia,1999,73.052,Female
Liberia,1999,83.464,Male
Liberia,1999,78.104,Total
Liberia,2000,73.179,Female
Liberia,2000,83.387,Male
Liberia,2000,78.133,Total
Liberia,2001,73.185,Female
Liberia,2001,83.48,Male
Liberia,2001,78.184,Total
Liberia,2002,73.211,Female
Liberia,2002,83.531,Male
Liberia,2002,78.226,Total
Liberia,2003,73.139,Female
Liberia,2003,83.298,Male
Liberia,2003,78.077,Total
Liberia,2004,73.177,Female
Liberia,2004,83.29,Male
Liberia,2004,78.094,Total
Liberia,2005,73.208,Female
Liberia,2005,83.338,Male
Liberia,2005,78.138,Total
Liberia,2006,73.232,Female
Liberia,2006,83.43,Male
Liberia,2006,78.2,Total
Liberia,2007,73.259,Female
Liberia,2007,83.516,Male
Liberia,2007,78.26,Total
Liberia,2008,73.275,Female
Liberia,2008,83.578,Male
Liberia,2008,78.304,Total
Liberia,2009,73.29,Female
Liberia,2009,83.589,Male
Liberia,2009,78.324,Total
Liberia,2010,73.323,Female
Liberia,2010,83.538,Male
Liberia,2010,78.321,Total
Liberia,2011,73.336,Female
Liberia,2011,83.504,Male
Liberia,2011,78.319,Total
Liberia,2012,73.36,Female
Liberia,2012,83.428,Male
Liberia,2012,78.301,Total
Liberia,2013,73.412,Female
Liberia,2013,83.313,Male
Liberia,2013,78.276,Total
Liberia,2014,73.437,Female
Liberia,2014,83.104,Male
Liberia,2014,78.191,Total
Liberia,2015,73.464,Female
Liberia,2015,82.855,Male
Liberia,2015,78.087,Total
Liberia,2016,73.488,Female
Liberia,2016,82.605,Male
Liberia,2016,77.982,Total
Liberia,2017,73.535,Female
Liberia,2017,82.353,Male
Liberia,2017,77.886,Total
Liberia,2018,73.582,Female
Liberia,2018,82.073,Male
Liberia,2018,77.776,Total
Liberia,2019,73.62,Female
Liberia,2019,81.758,Male
Liberia,2019,77.644,Total
Liberia,2020,72.883,Female
Liberia,2020,80.951,Male
Liberia,2020,76.876,Total
Liberia,2021,73.405,Female
Liberia,2021,81.134,Male
Liberia,2021,77.234,Total
Liberia,2022,73.531,Female
Liberia,2022,81.703,Male
Liberia,2022,77.582,Total
Libya,1991,30.248,Female
Libya,1991,63.475,Male
Libya,1991,48.605,Total
Libya,1992,30.612,Female
Libya,1992,63.524,Male
Libya,1992,48.743,Total
Libya,1993,31.001,Female
Libya,1993,63.571,Male
Libya,1993,48.893,Total
Libya,1994,31.39,Female
Libya,1994,63.616,Male
Libya,1994,49.041,Total
Libya,1995,31.768,Female
Libya,1995,63.662,Male
Libya,1995,49.186,Total
Libya,1996,32.135,Female
Libya,1996,63.712,Male
Libya,1996,49.328,Total
Libya,1997,32.477,Female
Libya,1997,63.765,Male
Libya,1997,49.46,Total
Libya,1998,32.806,Female
Libya,1998,63.819,Male
Libya,1998,49.585,Total
Libya,1999,33.141,Female
Libya,1999,63.868,Male
Libya,1999,49.713,Total
Libya,2000,33.514,Female
Libya,2000,63.988,Male
Libya,2000,49.838,Total
Libya,2001,33.914,Female
Libya,2001,64.177,Male
Libya,2001,49.958,Total
Libya,2002,34.312,Female
Libya,2002,64.344,Male
Libya,2002,50.075,Total
Libya,2003,34.692,Female
Libya,2003,64.483,Male
Libya,2003,50.177,Total
Libya,2004,35.044,Female
Libya,2004,64.618,Male
Libya,2004,50.272,Total
Libya,2005,35.361,Female
Libya,2005,64.753,Male
Libya,2005,50.359,Total
Libya,2006,35.563,Female
Libya,2006,64.778,Male
Libya,2006,50.401,Total
Libya,2007,35.685,Female
Libya,2007,64.74,Male
Libya,2007,50.434,Total
Libya,2008,35.778,Female
Libya,2008,64.703,Male
Libya,2008,50.458,Total
Libya,2009,35.868,Female
Libya,2009,64.633,Male
Libya,2009,50.471,Total
Libya,2010,35.969,Female
Libya,2010,64.553,Male
Libya,2010,50.485,Total
Libya,2011,36.184,Female
Libya,2011,64.741,Male
Libya,2011,50.704,Total
Libya,2012,36.427,Female
Libya,2012,64.969,Male
Libya,2012,50.954,Total
Libya,2013,36.433,Female
Libya,2013,64.862,Male
Libya,2013,50.896,Total
Libya,2014,36.453,Female
Libya,2014,64.791,Male
Libya,2014,50.859,Total
Libya,2015,36.497,Female
Libya,2015,64.767,Male
Libya,2015,50.851,Total
Libya,2016,36.614,Female
Libya,2016,64.735,Male
Libya,2016,50.874,Total
Libya,2017,36.729,Female
Libya,2017,64.653,Male
Libya,2017,50.885,Total
Libya,2018,36.837,Female
Libya,2018,64.524,Male
Libya,2018,50.878,Total
Libya,2019,36.951,Female
Libya,2019,64.399,Male
Libya,2019,50.869,Total
Libya,2020,35.627,Female
Libya,2020,62.246,Male
Libya,2020,49.121,Total
Libya,2021,36.194,Female
Libya,2021,62.463,Male
Libya,2021,49.512,Total
Libya,2022,36.992,Female
Libya,2022,64.333,Male
Libya,2022,50.854,Total
Lithuania,1991,70.422,Female
Lithuania,1991,81.507,Male
Lithuania,1991,75.752,Total
Lithuania,1992,69.792,Female
Lithuania,1992,81.176,Male
Lithuania,1992,75.265,Total
Lithuania,1993,69.187,Female
Lithuania,1993,80.825,Male
Lithuania,1993,74.776,Total
Lithuania,1994,68.589,Female
Lithuania,1994,80.45,Male
Lithuania,1994,74.278,Total
Lithuania,1995,68,Female
Lithuania,1995,80.062,Male
Lithuania,1995,73.777,Total
Lithuania,1996,67.404,Female
Lithuania,1996,79.627,Male
Lithuania,1996,73.252,Total
Lithuania,1997,66.772,Female
Lithuania,1997,79.131,Male
Lithuania,1997,72.68,Total
Lithuania,1998,66.12,Female
Lithuania,1998,78.579,Male
Lithuania,1998,72.072,Total
Lithuania,1999,68.344,Female
Lithuania,1999,76.865,Male
Lithuania,1999,72.412,Total
Lithuania,2000,67.596,Female
Lithuania,2000,74.803,Male
Lithuania,2000,71.035,Total
Lithuania,2001,66.366,Female
Lithuania,2001,73.919,Male
Lithuania,2001,69.968,Total
Lithuania,2002,65.589,Female
Lithuania,2002,74.024,Male
Lithuania,2002,69.611,Total
Lithuania,2003,69.155,Female
Lithuania,2003,75.223,Male
Lithuania,2003,72.049,Total
Lithuania,2004,65.455,Female
Lithuania,2004,73.21,Male
Lithuania,2004,69.154,Total
Lithuania,2005,65.057,Female
Lithuania,2005,72.195,Male
Lithuania,2005,68.463,Total
Lithuania,2006,64.442,Female
Lithuania,2006,70.412,Male
Lithuania,2006,67.292,Total
Lithuania,2007,64.697,Female
Lithuania,2007,71,Male
Lithuania,2007,67.708,Total
Lithuania,2008,65.408,Female
Lithuania,2008,71.437,Male
Lithuania,2008,68.291,Total
Lithuania,2009,67.576,Female
Lithuania,2009,71.595,Male
Lithuania,2009,69.501,Total
Lithuania,2010,68.573,Female
Lithuania,2010,71.91,Male
Lithuania,2010,70.174,Total
Lithuania,2011,69.345,Female
Lithuania,2011,73.594,Male
Lithuania,2011,71.39,Total
Lithuania,2012,70.116,Female
Lithuania,2012,73.826,Male
Lithuania,2012,71.906,Total
Lithuania,2013,70.375,Female
Lithuania,2013,74.934,Male
Lithuania,2013,72.583,Total
Lithuania,2014,71.712,Female
Lithuania,2014,76.291,Male
Lithuania,2014,73.938,Total
Lithuania,2015,72.684,Female
Lithuania,2015,76.151,Male
Lithuania,2015,74.376,Total
Lithuania,2016,74.054,Female
Lithuania,2016,77.42,Male
Lithuania,2016,75.703,Total
Lithuania,2017,74.709,Female
Lithuania,2017,77.677,Male
Lithuania,2017,76.169,Total
Lithuania,2018,75.876,Female
Lithuania,2018,79.1,Male
Lithuania,2018,77.468,Total
Lithuania,2019,76.94,Female
Lithuania,2019,79.26,Male
Lithuania,2019,78.09,Total
Lithuania,2020,77.221,Female
Lithuania,2020,79.869,Male
Lithuania,2020,78.538,Total
Lithuania,2021,77.292,Female
Lithuania,2021,79.116,Male
Lithuania,2021,78.202,Total
Lithuania,2022,77.757,Female
Lithuania,2022,79.249,Male
Lithuania,2022,78.503,Total
Luxembourg,1991,44.382,Female
Luxembourg,1991,78.13,Male
Luxembourg,1991,61.544,Total
Luxembourg,1992,48.344,Female
Luxembourg,1992,78.2,Male
Luxembourg,1992,63.54,Total
Luxembourg,1993,46.547,Female
Luxembourg,1993,78.47,Male
Luxembourg,1993,62.784,Total
Luxembourg,1994,47.552,Female
Luxembourg,1994,77.625,Male
Luxembourg,1994,62.83,Total
Luxembourg,1995,44.616,Female
Luxembourg,1995,76.49,Male
Luxembourg,1995,60.786,Total
Luxembourg,1996,46.233,Female
Luxembourg,1996,75.674,Male
Luxembourg,1996,61.155,Total
Luxembourg,1997,47.645,Female
Luxembourg,1997,74.913,Male
Luxembourg,1997,61.46,Total
Luxembourg,1998,48.163,Female
Luxembourg,1998,75.012,Male
Luxembourg,1998,61.768,Total
Luxembourg,1999,50.956,Female
Luxembourg,1999,74.853,Male
Luxembourg,1999,63.08,Total
Luxembourg,2000,51.416,Female
Luxembourg,2000,76.578,Male
Luxembourg,2000,64.168,Total
Luxembourg,2001,52.633,Female
Luxembourg,2001,76.287,Male
Luxembourg,2001,64.597,Total
Luxembourg,2002,54.085,Female
Luxembourg,2002,77.338,Male
Luxembourg,2002,65.842,Total
Luxembourg,2003,54.192,Female
Luxembourg,2003,75.757,Male
Luxembourg,2003,65.1,Total
Luxembourg,2004,56.418,Female
Luxembourg,2004,75.598,Male
Luxembourg,2004,66.132,Total
Luxembourg,2005,57.6,Female
Luxembourg,2005,75.856,Male
Luxembourg,2005,66.851,Total
Luxembourg,2006,58.261,Female
Luxembourg,2006,75.543,Male
Luxembourg,2006,67.017,Total
Luxembourg,2007,58.921,Female
Luxembourg,2007,75.21,Male
Luxembourg,2007,67.172,Total
Luxembourg,2008,59.573,Female
Luxembourg,2008,74.863,Male
Luxembourg,2008,67.322,Total
Luxembourg,2009,61.482,Female
Luxembourg,2009,76.896,Male
Luxembourg,2009,69.298,Total
Luxembourg,2010,61.097,Female
Luxembourg,2010,76.182,Male
Luxembourg,2010,68.75,Total
Luxembourg,2011,61.499,Female
Luxembourg,2011,75.259,Male
Luxembourg,2011,68.493,Total
Luxembourg,2012,63.496,Female
Luxembourg,2012,76.029,Male
Luxembourg,2012,69.877,Total
Luxembourg,2013,64.269,Female
Luxembourg,2013,76.71,Male
Luxembourg,2013,70.61,Total
Luxembourg,2014,65.313,Female
Luxembourg,2014,77.371,Male
Luxembourg,2014,71.461,Total
Luxembourg,2015,66.718,Female
Luxembourg,2015,76.277,Male
Luxembourg,2015,71.596,Total
Luxembourg,2016,65.601,Female
Luxembourg,2016,75.547,Male
Luxembourg,2016,70.678,Total
Luxembourg,2017,67.283,Female
Luxembourg,2017,74.461,Male
Luxembourg,2017,70.947,Total
Luxembourg,2018,68.393,Female
Luxembourg,2018,75.121,Male
Luxembourg,2018,71.831,Total
Luxembourg,2019,68.468,Female
Luxembourg,2019,76.862,Male
Luxembourg,2019,72.76,Total
Luxembourg,2020,70.01,Female
Luxembourg,2020,75.739,Male
Luxembourg,2020,72.941,Total
Luxembourg,2021,71.218,Female
Luxembourg,2021,76.776,Male
Luxembourg,2021,74.063,Total
Luxembourg,2022,71.528,Female
Luxembourg,2022,76.651,Male
Luxembourg,2022,74.148,Total
"Macao SAR, China",1991,50.016,Female
"Macao SAR, China",1991,76.198,Male
"Macao SAR, China",1991,62.667,Total
"Macao SAR, China",1992,51.248,Female
"Macao SAR, China",1992,75.756,Male
"Macao SAR, China",1992,63.075,Total
"Macao SAR, China",1993,53.119,Female
"Macao SAR, China",1993,78.543,Male
"Macao SAR, China",1993,65.38,Total
"Macao SAR, China",1994,55.015,Female
"Macao SAR, China",1994,80.69,Male
"Macao SAR, China",1994,67.373,Total
"Macao SAR, China",1995,56.916,Female
"Macao SAR, China",1995,82.329,Male
"Macao SAR, China",1995,69.116,Total
"Macao SAR, China",1996,58.773,Female
"Macao SAR, China",1996,83.54,Male
"Macao SAR, China",1996,70.63,Total
"Macao SAR, China",1997,60.528,Female
"Macao SAR, China",1997,84.335,Male
"Macao SAR, China",1997,71.897,Total
"Macao SAR, China",1998,59.964,Female
"Macao SAR, China",1998,83.239,Male
"Macao SAR, China",1998,71.057,Total
"Macao SAR, China",1999,61.195,Female
"Macao SAR, China",1999,82.062,Male
"Macao SAR, China",1999,71.125,Total
"Macao SAR, China",2000,62.322,Female
"Macao SAR, China",2000,80.699,Male
"Macao SAR, China",2000,71.055,Total
"Macao SAR, China",2001,62.142,Female
"Macao SAR, China",2001,79.326,Male
"Macao SAR, China",2001,70.301,Total
"Macao SAR, China",2002,61.869,Female
"Macao SAR, China",2002,77.475,Male
"Macao SAR, China",2002,69.285,Total
"Macao SAR, China",2003,58.766,Female
"Macao SAR, China",2003,75.237,Male
"Macao SAR, China",2003,66.605,Total
"Macao SAR, China",2004,60.058,Female
"Macao SAR, China",2004,75.483,Male
"Macao SAR, China",2004,67.406,Total
"Macao SAR, China",2005,62.158,Female
"Macao SAR, China",2005,75.783,Male
"Macao SAR, China",2005,68.652,Total
"Macao SAR, China",2006,64.153,Female
"Macao SAR, China",2006,77.747,Male
"Macao SAR, China",2006,70.635,Total
"Macao SAR, China",2007,68.071,Female
